id_oportunidad,fecha_creacion,cliente,industria,region,origen_lead,vendedor,etapa_actual,valor_usd,estado,fecha_cierre,dias_ciclo,dias_en_etapa_actual
OPP-1192,2025-06-11,Cliente_318,Tecnología,Centro,Inbound digital,Julián Ospina,Propuesta,3391.0,Perdida,2025-08-09,59,14
OPP-1193,2025-06-08,Cliente_380,Servicios financieros,Oriente,Inbound digital,Sergio Ibáñez,Calificación,14183.0,Perdida,2025-07-07,58,11
OPP-1194,2025-06-16,Cliente_288,Retail mayorista,Oriente,WhatsApp,Sergio Ibáñez,Calificación,44205.0,Perdida,2025-07-26,80,20
OPP-1195,2025-06-06,Cliente_392,Servicios financieros,Oriente,Cliente actual,Sergio Ibáñez,Calificación,29767.0,Perdida,2025-07-09,67,17
OPP-1196,2025-06-14,Cliente_309,Retail mayorista,Sur,Cliente actual,Felipe Casas,Calificación,1652.0,Perdida,2025-07-18,69,16
OPP-1197,2025-06-28,Cliente_337,Logística,Centro,WhatsApp,Camila Restrepo,Cierre,13785.0,Ganada,2025-09-17,81,2
OPP-1198,2025-06-15,Cliente_229,Manufactura,Centro,Inbound digital,Camila Restrepo,Negociación,4429.0,Perdida,2025-08-30,76,11
OPP-1199,2025-06-24,Cliente_229,Tecnología,Sur,Cliente actual,Diana Rueda,Calificación,3445.0,Perdida,2025-08-01,77,18
OPP-1200,2025-06-03,Cliente_368,Manufactura,Sur,Evento / feria,Diana Rueda,Prospección,20397.0,Perdida,2025-07-02,59,10
OPP-1201,2025-06-20,Cliente_194,Retail mayorista,Norte,WhatsApp,Laura Cifuentes,Prospección,23011.0,Perdida,2025-07-28,77,11
OPP-1202,2025-06-15,Cliente_159,Salud,Sur,Referido,Felipe Casas,Calificación,6070.0,Perdida,2025-07-18,66,13
OPP-1203,2025-06-08,Cliente_374,Salud,Oriente,Cliente actual,Sergio Ibáñez,Propuesta,4677.0,Perdida,2025-08-25,78,8
OPP-1204,2025-06-24,Cliente_330,Tecnología,Centro,Referido,Julián Ospina,Calificación,3067.0,Perdida,2025-07-30,72,21
OPP-1205,2025-06-26,Cliente_250,Salud,Centro,WhatsApp,Camila Restrepo,Calificación,5024.0,Perdida,2025-07-30,69,5
OPP-1206,2025-06-28,Cliente_263,Retail mayorista,Norte,WhatsApp,Laura Cifuentes,Propuesta,26987.0,Abierta,,,17
OPP-1207,2025-06-19,Cliente_247,Tecnología,Oriente,Inbound digital,Sergio Ibáñez,Prospección,4331.0,Perdida,2025-07-18,58,16
OPP-1208,2025-06-04,Cliente_235,Manufactura,Sur,Outbound,Diana Rueda,Cierre,15224.0,Ganada,2025-07-27,53,8
OPP-1209,2025-06-24,Cliente_125,Manufactura,Norte,WhatsApp,Laura Cifuentes,Prospección,11562.0,Perdida,2025-07-23,59,17
OPP-1210,2025-06-25,Cliente_350,Tecnología,Oriente,WhatsApp,Sergio Ibáñez,Calificación,12581.0,Perdida,2025-07-28,66,10
OPP-1211,2025-06-12,Cliente_398,Retail mayorista,Sur,WhatsApp,Felipe Casas,Prospección,19942.0,Perdida,2025-07-20,76,16
OPP-1212,2025-06-03,Cliente_126,Salud,Norte,WhatsApp,Laura Cifuentes,Calificación,10617.0,Perdida,2025-07-19,92,5
OPP-1213,2025-06-08,Cliente_323,Salud,Norte,Evento / feria,Andrés Pardo,Prospección,9308.0,Perdida,2025-07-10,65,18
OPP-1214,2025-06-26,Cliente_328,Retail mayorista,Norte,Evento / feria,Andrés Pardo,Calificación,29392.0,Perdida,2025-07-26,61,12
OPP-1215,2025-06-05,Cliente_372,Manufactura,Norte,Referido,Andrés Pardo,Prospección,11447.0,Perdida,2025-07-10,70,5
OPP-1216,2025-06-04,Cliente_284,Manufactura,Sur,Cliente actual,Felipe Casas,Prospección,1186.0,Perdida,2025-07-04,61,18
OPP-1217,2025-06-18,Cliente_135,Manufactura,Centro,WhatsApp,Julián Ospina,Calificación,20723.0,Perdida,2025-07-21,67,24
OPP-1218,2025-06-13,Cliente_289,Manufactura,Sur,Outbound,Felipe Casas,Prospección,7134.0,Perdida,2025-07-14,63,20
OPP-1219,2025-06-26,Cliente_137,Salud,Centro,Inbound digital,Julián Ospina,Calificación,2993.0,Perdida,2025-07-25,59,12
OPP-1220,2025-06-11,Cliente_192,Logística,Sur,Outbound,Diana Rueda,Prospección,1852.0,Perdida,2025-07-19,77,7
OPP-1221,2025-06-20,Cliente_182,Manufactura,Sur,WhatsApp,Diana Rueda,Negociación,7803.0,Perdida,2025-08-27,68,5
OPP-1222,2025-06-04,Cliente_216,Retail mayorista,Oriente,Outbound,Sergio Ibáñez,Prospección,1782.0,Perdida,2025-07-08,68,21
OPP-1223,2025-06-01,Cliente_108,Salud,Centro,Referido,Julián Ospina,Prospección,5906.0,Perdida,2025-07-01,61,24
OPP-1224,2025-06-27,Cliente_216,Salud,Sur,Inbound digital,Felipe Casas,Cierre,5931.0,Ganada,2025-09-06,71,9
OPP-1225,2025-06-21,Cliente_350,Servicios financieros,Centro,Inbound digital,Camila Restrepo,Prospección,25670.0,Perdida,2025-07-24,67,12
OPP-1226,2025-07-02,Cliente_332,Manufactura,Sur,Evento / feria,Diana Rueda,Prospección,831.0,Perdida,2025-08-15,89,13
OPP-1227,2025-07-18,Cliente_132,Logística,Centro,Cliente actual,Julián Ospina,Calificación,5386.0,Perdida,2025-08-27,80,23
OPP-1228,2025-07-15,Cliente_382,Salud,Centro,Referido,Camila Restrepo,Calificación,14793.0,Perdida,2025-08-18,68,17
OPP-1229,2025-07-18,Cliente_349,Logística,Centro,Cliente actual,Camila Restrepo,Negociación,8518.0,Perdida,2025-09-10,54,9
OPP-1230,2025-07-06,Cliente_363,Logística,Norte,Evento / feria,Andrés Pardo,Calificación,5478.0,Perdida,2025-08-10,70,15
OPP-1231,2025-07-16,Cliente_229,Tecnología,Sur,Inbound digital,Felipe Casas,Prospección,9647.0,Perdida,2025-08-18,66,11
OPP-1232,2025-07-19,Cliente_257,Manufactura,Norte,Referido,Laura Cifuentes,Prospección,11833.0,Perdida,2025-08-22,69,8
OPP-1233,2025-07-08,Cliente_346,Salud,Oriente,Referido,Marcela Quintero,Prospección,16965.0,Perdida,2025-08-06,59,21
OPP-1234,2025-07-18,Cliente_247,Servicios financieros,Norte,Outbound,Andrés Pardo,Calificación,8877.0,Perdida,2025-08-25,77,8
OPP-1235,2025-07-26,Cliente_242,Manufactura,Sur,Referido,Felipe Casas,Prospección,7029.0,Perdida,2025-09-02,77,18
OPP-1236,2025-07-08,Cliente_341,Retail mayorista,Sur,WhatsApp,Diana Rueda,Prospección,10387.0,Perdida,2025-08-10,66,12
OPP-1237,2025-07-22,Cliente_373,Servicios financieros,Centro,Inbound digital,Julián Ospina,Calificación,18027.0,Perdida,2025-08-30,79,12
OPP-1238,2025-07-22,Cliente_323,Servicios financieros,Norte,Referido,Andrés Pardo,Prospección,6012.0,Perdida,2025-08-23,65,7
OPP-1239,2025-07-17,Cliente_182,Manufactura,Centro,Inbound digital,Camila Restrepo,Calificación,8518.0,Perdida,2025-08-19,66,24
OPP-1240,2025-07-01,Cliente_294,Logística,Sur,Referido,Felipe Casas,Prospección,2468.0,Perdida,2025-07-29,57,23
OPP-1241,2025-07-03,Cliente_300,Retail mayorista,Sur,Inbound digital,Felipe Casas,Calificación,15942.0,Perdida,2025-08-04,64,18
OPP-1242,2025-07-28,Cliente_340,Retail mayorista,Norte,WhatsApp,Andrés Pardo,Prospección,8493.0,Perdida,2025-08-28,63,7
OPP-1243,2025-07-14,Cliente_200,Logística,Norte,Evento / feria,Laura Cifuentes,Negociación,10625.0,Perdida,2025-09-14,62,7
OPP-1244,2025-07-08,Cliente_269,Manufactura,Centro,Outbound,Julián Ospina,Calificación,5710.0,Perdida,2025-08-19,85,20
OPP-1245,2025-07-14,Cliente_231,Logística,Oriente,Cliente actual,Marcela Quintero,Cierre,31305.0,Ganada,2025-09-10,58,4
OPP-1246,2025-07-13,Cliente_200,Retail mayorista,Oriente,Cliente actual,Sergio Ibáñez,Propuesta,9139.0,Abierta,,,12
OPP-1247,2025-07-26,Cliente_172,Tecnología,Centro,Inbound digital,Camila Restrepo,Prospección,7307.0,Perdida,2025-09-02,76,17
OPP-1248,2025-07-06,Cliente_371,Salud,Oriente,Inbound digital,Sergio Ibáñez,Prospección,1828.0,Perdida,2025-08-06,62,20
OPP-1249,2025-07-14,Cliente_138,Tecnología,Oriente,Cliente actual,Sergio Ibáñez,Propuesta,7706.0,Abierta,,,7
OPP-1250,2025-07-04,Cliente_361,Retail mayorista,Norte,Cliente actual,Andrés Pardo,Prospección,8255.0,Perdida,2025-08-11,76,8
OPP-1251,2025-07-19,Cliente_122,Retail mayorista,Norte,Inbound digital,Andrés Pardo,Prospección,4895.0,Perdida,2025-08-21,67,23
OPP-1252,2025-07-24,Cliente_341,Servicios financieros,Norte,Cliente actual,Laura Cifuentes,Prospección,1807.0,Perdida,2025-08-27,68,14
OPP-1253,2025-07-17,Cliente_229,Salud,Oriente,Cliente actual,Marcela Quintero,Prospección,7969.0,Perdida,2025-08-16,61,19
OPP-1254,2025-07-19,Cliente_309,Servicios financieros,Oriente,Cliente actual,Sergio Ibáñez,Prospección,6050.0,Perdida,2025-08-20,65,16
OPP-1255,2025-07-11,Cliente_334,Retail mayorista,Centro,WhatsApp,Camila Restrepo,Negociación,3536.0,Abierta,,,19
OPP-1256,2025-07-08,Cliente_274,Manufactura,Norte,Referido,Andrés Pardo,Cierre,3039.0,Ganada,2025-09-08,62,5
OPP-1257,2025-07-18,Cliente_202,Servicios financieros,Sur,Inbound digital,Felipe Casas,Calificación,9639.0,Perdida,2025-08-30,87,8
OPP-1258,2025-07-13,Cliente_203,Logística,Centro,Referido,Camila Restrepo,Prospección,35050.0,Perdida,2025-08-19,75,23
OPP-1259,2025-07-06,Cliente_384,Manufactura,Sur,Referido,Diana Rueda,Prospección,6212.0,Perdida,2025-08-09,68,23
OPP-1260,2025-07-20,Cliente_140,Servicios financieros,Centro,WhatsApp,Julián Ospina,Calificación,4223.0,Perdida,2025-08-18,58,13
OPP-1261,2025-07-28,Cliente_106,Tecnología,Sur,Cliente actual,Felipe Casas,Prospección,3568.0,Perdida,2025-08-29,65,17
OPP-1262,2025-07-14,Cliente_220,Salud,Sur,Evento / feria,Diana Rueda,Prospección,17141.0,Perdida,2025-08-22,79,6
OPP-1263,2025-07-11,Cliente_267,Salud,Oriente,WhatsApp,Sergio Ibáñez,Propuesta,3573.0,Perdida,2025-09-13,64,13
OPP-1264,2025-07-25,Cliente_250,Logística,Oriente,WhatsApp,Sergio Ibáñez,Prospección,15915.0,Perdida,2025-08-24,61,20
OPP-1265,2025-07-22,Cliente_244,Logística,Norte,Referido,Andrés Pardo,Prospección,18162.0,Perdida,2025-08-23,65,23
OPP-1266,2025-07-17,Cliente_390,Tecnología,Sur,Cliente actual,Felipe Casas,Prospección,5813.0,Perdida,2025-08-25,79,20
OPP-1267,2025-07-12,Cliente_137,Salud,Norte,Cliente actual,Laura Cifuentes,Prospección,13434.0,Perdida,2025-08-12,62,19
OPP-1268,2025-07-27,Cliente_317,Servicios financieros,Centro,Evento / feria,Julián Ospina,Calificación,3529.0,Perdida,2025-08-27,62,12
OPP-1269,2025-07-24,Cliente_215,Retail mayorista,Oriente,Referido,Marcela Quintero,Prospección,9345.0,Perdida,2025-08-24,62,14
OPP-1270,2025-07-12,Cliente_157,Tecnología,Centro,WhatsApp,Camila Restrepo,Calificación,17449.0,Perdida,2025-08-20,78,15
OPP-1271,2025-07-07,Cliente_225,Servicios financieros,Centro,Referido,Julián Ospina,Prospección,4418.0,Perdida,2025-08-01,51,8
OPP-1272,2025-07-13,Cliente_255,Servicios financieros,Norte,Evento / feria,Andrés Pardo,Prospección,14920.0,Perdida,2025-08-17,70,24
OPP-1273,2025-07-01,Cliente_347,Retail mayorista,Sur,Evento / feria,Felipe Casas,Propuesta,11368.0,Abierta,,,22
OPP-1274,2025-07-24,Cliente_241,Manufactura,Oriente,WhatsApp,Sergio Ibáñez,Propuesta,9442.0,Perdida,2025-09-23,61,5
OPP-1275,2025-07-08,Cliente_216,Logística,Norte,Cliente actual,Andrés Pardo,Calificación,25049.0,Perdida,2025-08-12,71,11
OPP-1276,2025-07-27,Cliente_108,Salud,Oriente,Cliente actual,Marcela Quintero,Prospección,18332.0,Perdida,2025-09-02,74,12
OPP-1277,2025-08-18,Cliente_253,Manufactura,Centro,Outbound,Camila Restrepo,Prospección,9472.0,Perdida,2025-09-27,80,13
OPP-1278,2025-08-24,Cliente_204,Retail mayorista,Norte,Cliente actual,Andrés Pardo,Propuesta,14263.0,Abierta,,,14
OPP-1279,2025-08-18,Cliente_262,Logística,Sur,Evento / feria,Felipe Casas,Propuesta,13442.0,Perdida,2025-10-20,63,6
OPP-1280,2025-08-24,Cliente_292,Retail mayorista,Sur,Outbound,Diana Rueda,Prospección,5193.0,Perdida,2025-09-29,73,15
OPP-1281,2025-08-19,Cliente_220,Salud,Sur,WhatsApp,Diana Rueda,Prospección,11870.0,Perdida,2025-09-30,85,10
OPP-1282,2025-08-18,Cliente_266,Tecnología,Sur,WhatsApp,Diana Rueda,Calificación,43043.0,Perdida,2025-09-27,81,24
OPP-1283,2025-08-13,Cliente_208,Servicios financieros,Centro,Cliente actual,Julián Ospina,Cierre,1933.0,Ganada,2025-10-26,74,3
OPP-1284,2025-08-23,Cliente_341,Logística,Sur,Referido,Felipe Casas,Calificación,3205.0,Perdida,2025-09-29,75,10
OPP-1285,2025-08-10,Cliente_392,Tecnología,Sur,Cliente actual,Felipe Casas,Prospección,17445.0,Perdida,2025-09-14,71,13
OPP-1286,2025-08-16,Cliente_368,Servicios financieros,Sur,Referido,Felipe Casas,Prospección,8086.0,Perdida,2025-09-15,61,20
OPP-1287,2025-08-06,Cliente_245,Servicios financieros,Sur,Cliente actual,Diana Rueda,Calificación,2075.0,Perdida,2025-09-15,81,10
OPP-1288,2025-08-02,Cliente_267,Salud,Norte,Cliente actual,Andrés Pardo,Propuesta,5386.0,Perdida,2025-10-15,74,10
OPP-1289,2025-08-16,Cliente_138,Tecnología,Oriente,Cliente actual,Sergio Ibáñez,Cierre,31962.0,Ganada,2025-10-28,73,5
OPP-1290,2025-08-18,Cliente_393,Retail mayorista,Norte,Evento / feria,Andrés Pardo,Prospección,8832.0,Perdida,2025-09-20,66,15
OPP-1291,2025-08-15,Cliente_383,Logística,Sur,Referido,Felipe Casas,Calificación,3188.0,Perdida,2025-09-25,83,8
OPP-1292,2025-08-15,Cliente_112,Manufactura,Oriente,Outbound,Marcela Quintero,Prospección,2611.0,Perdida,2025-09-11,54,7
OPP-1293,2025-08-28,Cliente_209,Manufactura,Centro,Outbound,Julián Ospina,Prospección,9040.0,Perdida,2025-09-29,64,13
OPP-1294,2025-08-20,Cliente_342,Retail mayorista,Centro,WhatsApp,Camila Restrepo,Prospección,8802.0,Perdida,2025-09-20,62,10
OPP-1295,2025-08-16,Cliente_236,Manufactura,Norte,Referido,Andrés Pardo,Cierre,23256.0,Ganada,2025-10-22,67,3
OPP-1296,2025-08-15,Cliente_136,Tecnología,Sur,Outbound,Diana Rueda,Prospección,4918.0,Perdida,2025-09-14,60,14
OPP-1297,2025-08-11,Cliente_327,Logística,Sur,WhatsApp,Diana Rueda,Calificación,3543.0,Perdida,2025-09-22,84,5
OPP-1298,2025-08-11,Cliente_268,Servicios financieros,Oriente,Inbound digital,Marcela Quintero,Calificación,9971.0,Perdida,2025-09-06,53,5
OPP-1299,2025-08-27,Cliente_300,Logística,Norte,Referido,Andrés Pardo,Cierre,9776.0,Ganada,2025-11-18,83,2
OPP-1300,2025-08-07,Cliente_255,Servicios financieros,Sur,WhatsApp,Felipe Casas,Calificación,4056.0,Perdida,2025-09-09,66,6
OPP-1301,2025-08-06,Cliente_159,Salud,Oriente,Evento / feria,Sergio Ibáñez,Calificación,5703.0,Perdida,2025-09-07,64,5
OPP-1302,2025-08-06,Cliente_364,Servicios financieros,Oriente,Referido,Marcela Quintero,Calificación,6010.0,Perdida,2025-09-10,70,17
OPP-1303,2025-08-14,Cliente_359,Tecnología,Oriente,Inbound digital,Marcela Quintero,Prospección,9198.0,Perdida,2025-09-19,72,9
OPP-1304,2025-08-21,Cliente_363,Manufactura,Centro,Cliente actual,Julián Ospina,Prospección,10007.0,Perdida,2025-09-24,68,10
OPP-1305,2025-08-17,Cliente_211,Salud,Centro,Inbound digital,Camila Restrepo,Calificación,5733.0,Perdida,2025-09-20,68,20
OPP-1306,2025-08-10,Cliente_289,Servicios financieros,Oriente,Cliente actual,Sergio Ibáñez,Prospección,49059.0,Perdida,2025-09-06,54,15
OPP-1307,2025-08-01,Cliente_235,Tecnología,Oriente,Outbound,Marcela Quintero,Calificación,11338.0,Perdida,2025-09-02,65,7
OPP-1308,2025-08-07,Cliente_240,Servicios financieros,Sur,Referido,Felipe Casas,Prospección,3237.0,Perdida,2025-09-12,72,10
OPP-1309,2025-08-09,Cliente_177,Manufactura,Sur,WhatsApp,Felipe Casas,Prospección,12320.0,Perdida,2025-09-10,65,10
OPP-1310,2025-08-21,Cliente_386,Manufactura,Centro,Inbound digital,Julián Ospina,Prospección,4910.0,Perdida,2025-09-14,48,23
OPP-1311,2025-08-28,Cliente_226,Retail mayorista,Norte,Evento / feria,Laura Cifuentes,Calificación,3440.0,Perdida,2025-09-27,60,24
OPP-1312,2025-08-17,Cliente_170,Salud,Oriente,Inbound digital,Marcela Quintero,Calificación,1196.0,Perdida,2025-09-26,80,7
OPP-1313,2025-08-22,Cliente_343,Tecnología,Centro,Outbound,Camila Restrepo,Calificación,3287.0,Perdida,2025-09-21,61,17
OPP-1314,2025-08-22,Cliente_140,Logística,Centro,Referido,Camila Restrepo,Prospección,1533.0,Perdida,2025-09-24,66,19
OPP-1315,2025-08-08,Cliente_297,Servicios financieros,Norte,Inbound digital,Laura Cifuentes,Prospección,11382.0,Perdida,2025-09-08,62,7
OPP-1316,2025-08-12,Cliente_391,Tecnología,Oriente,Referido,Sergio Ibáñez,Propuesta,8795.0,Perdida,2025-11-02,82,15
OPP-1317,2025-08-25,Cliente_263,Salud,Sur,WhatsApp,Diana Rueda,Calificación,7112.0,Perdida,2025-10-03,78,11
OPP-1318,2025-09-08,Cliente_313,Servicios financieros,Oriente,WhatsApp,Marcela Quintero,Prospección,17958.0,Perdida,2025-10-14,73,9
OPP-1319,2025-09-12,Cliente_262,Logística,Oriente,Referido,Sergio Ibáñez,Calificación,22643.0,Perdida,2025-10-15,66,15
OPP-1320,2025-09-26,Cliente_189,Servicios financieros,Norte,Evento / feria,Andrés Pardo,Prospección,6211.0,Perdida,2025-11-01,72,7
OPP-1321,2025-09-24,Cliente_372,Servicios financieros,Sur,Referido,Diana Rueda,Cierre,4936.0,Ganada,2025-11-28,65,6
OPP-1322,2025-09-21,Cliente_189,Tecnología,Oriente,Outbound,Sergio Ibáñez,Calificación,39347.0,Perdida,2025-10-25,68,7
OPP-1323,2025-09-26,Cliente_389,Manufactura,Norte,WhatsApp,Laura Cifuentes,Prospección,14986.0,Perdida,2025-11-04,79,22
OPP-1324,2025-09-21,Cliente_369,Tecnología,Norte,Outbound,Laura Cifuentes,Propuesta,10673.0,Perdida,2025-12-06,76,6
OPP-1325,2025-09-12,Cliente_201,Tecnología,Norte,Cliente actual,Laura Cifuentes,Prospección,2761.0,Perdida,2025-10-13,63,13
OPP-1326,2025-09-07,Cliente_399,Tecnología,Norte,Referido,Laura Cifuentes,Calificación,4999.0,Perdida,2025-10-11,68,13
OPP-1327,2025-09-14,Cliente_350,Salud,Centro,Inbound digital,Julián Ospina,Prospección,11157.0,Perdida,2025-10-11,54,20
OPP-1328,2025-09-21,Cliente_365,Salud,Sur,Referido,Felipe Casas,Prospección,1873.0,Perdida,2025-10-21,61,8
OPP-1329,2025-09-23,Cliente_157,Servicios financieros,Sur,WhatsApp,Diana Rueda,Prospección,1178.0,Perdida,2025-10-28,70,10
OPP-1330,2025-09-19,Cliente_387,Tecnología,Sur,Inbound digital,Diana Rueda,Prospección,6463.0,Perdida,2025-10-18,59,15
OPP-1331,2025-09-07,Cliente_270,Tecnología,Centro,Evento / feria,Julián Ospina,Propuesta,13355.0,Abierta,,,2
OPP-1332,2025-09-25,Cliente_396,Tecnología,Centro,Referido,Julián Ospina,Calificación,13128.0,Perdida,2025-10-20,51,5
OPP-1333,2025-09-18,Cliente_224,Salud,Norte,Evento / feria,Laura Cifuentes,Calificación,3805.0,Perdida,2025-10-17,58,17
OPP-1334,2025-09-10,Cliente_204,Logística,Sur,Inbound digital,Diana Rueda,Calificación,3863.0,Perdida,2025-10-05,51,24
OPP-1335,2025-09-21,Cliente_279,Servicios financieros,Centro,WhatsApp,Camila Restrepo,Calificación,28002.0,Perdida,2025-11-01,83,6
OPP-1336,2025-09-01,Cliente_260,Salud,Sur,Evento / feria,Diana Rueda,Calificación,6136.0,Perdida,2025-10-01,60,21
OPP-1337,2025-09-03,Cliente_345,Retail mayorista,Oriente,WhatsApp,Sergio Ibáñez,Prospección,6322.0,Perdida,2025-10-07,69,10
OPP-1338,2025-09-02,Cliente_202,Retail mayorista,Oriente,WhatsApp,Marcela Quintero,Prospección,18726.0,Perdida,2025-09-28,53,20
OPP-1339,2025-09-03,Cliente_167,Tecnología,Norte,Cliente actual,Andrés Pardo,Prospección,22616.0,Perdida,2025-10-09,73,22
OPP-1340,2025-09-19,Cliente_153,Servicios financieros,Sur,WhatsApp,Diana Rueda,Prospección,4575.0,Perdida,2025-10-25,73,8
OPP-1341,2025-09-19,Cliente_348,Servicios financieros,Centro,Referido,Camila Restrepo,Prospección,19988.0,Perdida,2025-10-21,64,15
OPP-1342,2025-09-13,Cliente_344,Retail mayorista,Oriente,Cliente actual,Sergio Ibáñez,Prospección,9807.0,Perdida,2025-10-12,59,21
OPP-1343,2025-09-13,Cliente_202,Tecnología,Centro,Inbound digital,Julián Ospina,Prospección,9221.0,Perdida,2025-10-06,47,5
OPP-1344,2025-09-02,Cliente_288,Manufactura,Oriente,Cliente actual,Marcela Quintero,Negociación,4032.0,Perdida,2025-11-07,66,20
OPP-1345,2025-09-09,Cliente_321,Retail mayorista,Oriente,Outbound,Marcela Quintero,Calificación,8877.0,Perdida,2025-10-21,84,18
OPP-1346,2025-09-04,Cliente_223,Logística,Oriente,Referido,Sergio Ibáñez,Prospección,4524.0,Perdida,2025-10-12,76,22
OPP-1347,2025-09-19,Cliente_334,Salud,Centro,WhatsApp,Julián Ospina,Propuesta,3865.0,Perdida,2025-11-20,62,16
OPP-1348,2025-09-25,Cliente_321,Salud,Centro,Referido,Camila Restrepo,Calificación,5927.0,Perdida,2025-10-29,68,6
OPP-1349,2025-09-02,Cliente_143,Retail mayorista,Centro,Inbound digital,Camila Restrepo,Calificación,10920.0,Perdida,2025-10-11,79,22
OPP-1350,2025-09-13,Cliente_269,Manufactura,Centro,WhatsApp,Julián Ospina,Calificación,10683.0,Perdida,2025-10-23,80,24
OPP-1351,2025-09-11,Cliente_372,Retail mayorista,Sur,WhatsApp,Diana Rueda,Prospección,3843.0,Perdida,2025-10-18,75,10
OPP-1352,2025-09-26,Cliente_223,Logística,Norte,Cliente actual,Andrés Pardo,Prospección,25588.0,Perdida,2025-10-26,61,18
OPP-1353,2025-09-07,Cliente_123,Servicios financieros,Oriente,Cliente actual,Marcela Quintero,Prospección,4589.0,Perdida,2025-10-12,70,20
OPP-1354,2025-09-04,Cliente_328,Tecnología,Centro,Outbound,Camila Restrepo,Propuesta,35785.0,Perdida,2025-11-09,66,5
OPP-1355,2025-09-24,Cliente_155,Servicios financieros,Sur,Referido,Felipe Casas,Prospección,21681.0,Perdida,2025-11-03,81,16
OPP-1356,2025-09-28,Cliente_317,Manufactura,Sur,WhatsApp,Felipe Casas,Prospección,3733.0,Perdida,2025-11-07,80,14
OPP-1357,2025-09-19,Cliente_169,Tecnología,Oriente,Evento / feria,Marcela Quintero,Prospección,8963.0,Perdida,2025-10-23,69,22
OPP-1358,2025-09-01,Cliente_307,Retail mayorista,Sur,WhatsApp,Felipe Casas,Negociación,23678.0,Perdida,2025-10-29,58,28
OPP-1359,2025-09-08,Cliente_286,Retail mayorista,Sur,WhatsApp,Diana Rueda,Prospección,9027.0,Perdida,2025-10-07,59,8
OPP-1360,2025-09-21,Cliente_255,Manufactura,Sur,Outbound,Diana Rueda,Calificación,3343.0,Perdida,2025-10-15,48,5
OPP-1361,2025-09-18,Cliente_239,Salud,Oriente,Referido,Sergio Ibáñez,Prospección,18906.0,Perdida,2025-10-22,68,22
OPP-1362,2025-10-01,Cliente_219,Tecnología,Norte,Outbound,Laura Cifuentes,Prospección,3614.0,Perdida,2025-11-02,64,14
OPP-1363,2025-10-25,Cliente_165,Servicios financieros,Oriente,Referido,Marcela Quintero,Prospección,6474.0,Perdida,2025-11-27,67,8
OPP-1364,2025-10-24,Cliente_286,Tecnología,Norte,Outbound,Andrés Pardo,Prospección,5127.0,Perdida,2025-11-24,62,11
OPP-1365,2025-10-03,Cliente_356,Tecnología,Oriente,Referido,Sergio Ibáñez,Negociación,2948.0,Perdida,2025-12-13,71,14
OPP-1366,2025-10-05,Cliente_346,Salud,Norte,Inbound digital,Laura Cifuentes,Prospección,5934.0,Perdida,2025-11-19,90,8
OPP-1367,2025-10-11,Cliente_209,Salud,Oriente,WhatsApp,Marcela Quintero,Calificación,1809.0,Perdida,2025-11-18,77,6
OPP-1368,2025-10-27,Cliente_156,Servicios financieros,Centro,WhatsApp,Camila Restrepo,Calificación,14327.0,Perdida,2025-11-29,66,13
OPP-1369,2025-10-03,Cliente_340,Servicios financieros,Oriente,WhatsApp,Marcela Quintero,Negociación,7649.0,Perdida,2025-12-18,76,18
OPP-1370,2025-10-11,Cliente_240,Manufactura,Norte,Referido,Andrés Pardo,Calificación,10689.0,Perdida,2025-11-20,81,20
OPP-1371,2025-10-04,Cliente_197,Tecnología,Centro,Evento / feria,Camila Restrepo,Cierre,844.0,Ganada,2025-12-03,60,7
OPP-1372,2025-10-19,Cliente_102,Tecnología,Norte,Inbound digital,Andrés Pardo,Prospección,9314.0,Perdida,2025-11-26,76,21
OPP-1373,2025-10-23,Cliente_232,Manufactura,Sur,Inbound digital,Diana Rueda,Prospección,22533.0,Perdida,2025-11-22,61,15
OPP-1374,2025-10-12,Cliente_240,Retail mayorista,Centro,Inbound digital,Julián Ospina,Calificación,7210.0,Perdida,2025-11-08,55,7
OPP-1375,2025-10-12,Cliente_170,Tecnología,Centro,Referido,Camila Restrepo,Calificación,5542.0,Perdida,2025-11-18,74,23
OPP-1376,2025-10-16,Cliente_360,Manufactura,Centro,Cliente actual,Julián Ospina,Prospección,10041.0,Perdida,2025-11-15,61,21
OPP-1377,2025-10-02,Cliente_265,Servicios financieros,Norte,Referido,Laura Cifuentes,Negociación,10902.0,Perdida,2025-12-14,73,10
OPP-1378,2025-10-21,Cliente_306,Manufactura,Sur,Referido,Diana Rueda,Propuesta,3238.0,Perdida,2025-12-26,66,21
OPP-1379,2025-10-18,Cliente_376,Logística,Norte,WhatsApp,Andrés Pardo,Negociación,7736.0,Perdida,2025-12-22,65,29
OPP-1380,2025-10-28,Cliente_289,Salud,Norte,Evento / feria,Laura Cifuentes,Cierre,41932.0,Ganada,2026-01-02,66,8
OPP-1381,2025-10-13,Cliente_284,Manufactura,Sur,WhatsApp,Diana Rueda,Calificación,5073.0,Perdida,2025-11-13,63,7
OPP-1382,2025-10-17,Cliente_182,Manufactura,Sur,Outbound,Felipe Casas,Calificación,5323.0,Perdida,2025-11-22,72,10
OPP-1383,2025-10-15,Cliente_340,Salud,Oriente,Inbound digital,Sergio Ibáñez,Calificación,2571.0,Perdida,2025-11-18,69,10
